"caller_class","caller_method","caller_qualified","callee_function","file_path","line_number"
"firebase::firestore::FieldPathPortable","FromDotSeparatedString","firebase::firestore::FieldPathPortable::FromDotSeparatedString","firebase::firestore::(unnamed namespace)::SplitOnDots","firestore/src/android/field_path_portable.cc",168
"firebase::firestore::FieldPathPortable","FromSegments","firebase::firestore::FieldPathPortable::FromSegments","std::__1::move","firestore/src/android/field_path_portable.cc",156
"firebase::firestore::FieldPathPortable","FromSegments","firebase::firestore::FieldPathPortable::FromSegments","firebase::firestore::FieldPathPortable::FieldPathPortable","firestore/src/android/field_path_portable.cc",156
"firebase::firestore::FieldPathPortable","FromSegments","firebase::firestore::FieldPathPortable::FromSegments","firebase::firestore::(unnamed namespace)::ValidateSegments","firestore/src/android/field_path_portable.cc",155
"firebase::firestore::FieldPathPortable","IsKeyFieldPath","firebase::firestore::FieldPathPortable::IsKeyFieldPath","std::__1::operator==","firestore/src/android/field_path_portable.cc",150
"firebase::firestore::FieldPathPortable","IsKeyFieldPath","firebase::firestore::FieldPathPortable::IsKeyFieldPath","std::__1::vector<basic_string<char, char_traits<char>, allocator<char>>, allocator<basic_string<char, char_traits<char>, allocator<char>>>>::operator[]","firestore/src/android/field_path_portable.cc",150
"firebase::firestore::FieldPathPortable","IsKeyFieldPath","firebase::firestore::FieldPathPortable::IsKeyFieldPath","firebase::firestore::FieldPathPortable::size","firestore/src/android/field_path_portable.cc",150
"firebase::firestore::FieldPathPortable","CanonicalString","firebase::firestore::FieldPathPortable::CanonicalString","std::__1::operator!=","firestore/src/android/field_path_portable.cc",131
"firebase::firestore::FieldPathPortable","CanonicalString","firebase::firestore::FieldPathPortable::CanonicalString","std::__1::operator!=","firestore/src/android/field_path_portable.cc",141
"firebase::firestore::FieldPathPortable","CanonicalString","firebase::firestore::FieldPathPortable::CanonicalString","std::__1::basic_string<char, char_traits<char>, allocator<char>>::basic_string","firestore/src/android/field_path_portable.cc",136
"firebase::firestore::FieldPathPortable","CanonicalString","firebase::firestore::FieldPathPortable::CanonicalString","std::__1::basic_string<char, char_traits<char>, allocator<char>>::basic_string","firestore/src/android/field_path_portable.cc",139
"firebase::firestore::FieldPathPortable","CanonicalString","firebase::firestore::FieldPathPortable::CanonicalString","std::__1::basic_string<char, char_traits<char>, allocator<char>>::basic_string","firestore/src/android/field_path_portable.cc",146
"firebase::firestore::FieldPathPortable","CanonicalString","firebase::firestore::FieldPathPortable::CanonicalString","std::__1::basic_string<char, char_traits<char>, allocator<char>>::~basic_string","firestore/src/android/field_path_portable.cc",132
"firebase::firestore::FieldPathPortable","CanonicalString","firebase::firestore::FieldPathPortable::CanonicalString","std::__1::basic_string<char, char_traits<char>, allocator<char>>::~basic_string","firestore/src/android/field_path_portable.cc",147
"firebase::firestore::FieldPathPortable","CanonicalString","firebase::firestore::FieldPathPortable::CanonicalString","std::__1::vector<basic_string<char, char_traits<char>, allocator<char>>, allocator<basic_string<char, char_traits<char>, allocator<char>>>>::begin","firestore/src/android/field_path_portable.cc",131
"firebase::firestore::FieldPathPortable","CanonicalString","firebase::firestore::FieldPathPortable::CanonicalString","std::__1::vector<basic_string<char, char_traits<char>, allocator<char>>, allocator<basic_string<char, char_traits<char>, allocator<char>>>>::begin","firestore/src/android/field_path_portable.cc",141
"firebase::firestore::FieldPathPortable","CanonicalString","firebase::firestore::FieldPathPortable::CanonicalString","std::__1::vector<basic_string<char, char_traits<char>, allocator<char>>, allocator<basic_string<char, char_traits<char>, allocator<char>>>>::end","firestore/src/android/field_path_portable.cc",131
"firebase::firestore::FieldPathPortable","CanonicalString","firebase::firestore::FieldPathPortable::CanonicalString","std::__1::vector<basic_string<char, char_traits<char>, allocator<char>>, allocator<basic_string<char, char_traits<char>, allocator<char>>>>::end","firestore/src/android/field_path_portable.cc",141
"firebase::firestore::FieldPathPortable","CanonicalString","firebase::firestore::FieldPathPortable::CanonicalString","std::__1::__wrap_iter<const basic_string<char, char_traits<char>, allocator<char>> *>::operator*","firestore/src/android/field_path_portable.cc",131
"firebase::firestore::FieldPathPortable","CanonicalString","firebase::firestore::FieldPathPortable::CanonicalString","std::__1::__wrap_iter<const basic_string<char, char_traits<char>, allocator<char>> *>::operator++","firestore/src/android/field_path_portable.cc",131
"firebase::firestore::FieldPathPortable","CanonicalString","firebase::firestore::FieldPathPortable::CanonicalString","std::__1::vector<basic_string<char, char_traits<char>, allocator<char>>, allocator<basic_string<char, char_traits<char>, allocator<char>>>>::~vector","firestore/src/android/field_path_portable.cc",147
"firebase::firestore::FieldPathPortable","CanonicalString","firebase::firestore::FieldPathPortable::CanonicalString","std::__1::basic_string<char, char_traits<char>, allocator<char>>::size","firestore/src/android/field_path_portable.cc",133
"firebase::firestore::FieldPathPortable","CanonicalString","firebase::firestore::FieldPathPortable::CanonicalString","std::__1::basic_string<char, char_traits<char>, allocator<char>>::append","firestore/src/android/field_path_portable.cc",142
"firebase::firestore::FieldPathPortable","CanonicalString","firebase::firestore::FieldPathPortable::CanonicalString","std::__1::basic_string<char, char_traits<char>, allocator<char>>::reserve","firestore/src/android/field_path_portable.cc",140
"firebase::firestore::FieldPathPortable","CanonicalString","firebase::firestore::FieldPathPortable::CanonicalString","std::__1::vector<basic_string<char, char_traits<char>, allocator<char>>, allocator<basic_string<char, char_traits<char>, allocator<char>>>>::push_back","firestore/src/android/field_path_portable.cc",132
"firebase::firestore::FieldPathPortable","CanonicalString","firebase::firestore::FieldPathPortable::CanonicalString","std::__1::vector<basic_string<char, char_traits<char>, allocator<char>>, allocator<basic_string<char, char_traits<char>, allocator<char>>>>::vector","firestore/src/android/field_path_portable.cc",128
"firebase::firestore::FieldPathPortable","CanonicalString","firebase::firestore::FieldPathPortable::CanonicalString","std::__1::vector<basic_string<char, char_traits<char>, allocator<char>>, allocator<basic_string<char, char_traits<char>, allocator<char>>>>::size","firestore/src/android/field_path_portable.cc",129
"firebase::firestore::FieldPathPortable","CanonicalString","firebase::firestore::FieldPathPortable::CanonicalString","std::__1::basic_string<char, char_traits<char>, allocator<char>>::end","firestore/src/android/field_path_portable.cc",145
"firebase::firestore::FieldPathPortable","CanonicalString","firebase::firestore::FieldPathPortable::CanonicalString","std::__1::basic_string<char, char_traits<char>, allocator<char>>::erase","firestore/src/android/field_path_portable.cc",145
"firebase::firestore::FieldPathPortable","CanonicalString","firebase::firestore::FieldPathPortable::CanonicalString","std::__1::__wrap_iter<basic_string<char, char_traits<char>, allocator<char>> *>::operator*","firestore/src/android/field_path_portable.cc",141
"firebase::firestore::FieldPathPortable","CanonicalString","firebase::firestore::FieldPathPortable::CanonicalString","std::__1::__wrap_iter<basic_string<char, char_traits<char>, allocator<char>> *>::operator++","firestore/src/android/field_path_portable.cc",141
"firebase::firestore::FieldPathPortable","CanonicalString","firebase::firestore::FieldPathPortable::CanonicalString","std::__1::basic_string<char, char_traits<char>, allocator<char>>::push_back","firestore/src/android/field_path_portable.cc",143
"firebase::firestore::FieldPathPortable","CanonicalString","firebase::firestore::FieldPathPortable::CanonicalString","std::__1::__wrap_iter<const char *>::__wrap_iter","firestore/src/android/field_path_portable.cc",145
"firebase::firestore::FieldPathPortable","CanonicalString","firebase::firestore::FieldPathPortable::CanonicalString","std::__1::vector<basic_string<char, char_traits<char>, allocator<char>>, allocator<basic_string<char, char_traits<char>, allocator<char>>>>::back","firestore/src/android/field_path_portable.cc",133
"firebase::firestore::FieldPathPortable","CanonicalString","firebase::firestore::FieldPathPortable::CanonicalString","std::__1::vector<basic_string<char, char_traits<char>, allocator<char>>, allocator<basic_string<char, char_traits<char>, allocator<char>>>>::reserve","firestore/src/android/field_path_portable.cc",129
"firebase::firestore::FieldPathPortable","CanonicalString","firebase::firestore::FieldPathPortable::CanonicalString","std::__1::__wrap_iter<char *>::operator-","firestore/src/android/field_path_portable.cc",145
"firebase::firestore::FieldPathPortable","CanonicalString","firebase::firestore::FieldPathPortable::CanonicalString","firebase::firestore::(unnamed namespace)::Escape","firestore/src/android/field_path_portable.cc",132
"firebase::firestore::GeoPointInternal","GeoPointInternal","firebase::firestore::GeoPointInternal::GeoPointInternal","firebase::firestore::jni::Object::Object","firestore/src/android/geo_point_android.h",28
"firebase::firestore::GeoPointInternal","~GeoPointInternal","firebase::firestore::GeoPointInternal::~GeoPointInternal","firebase::firestore::jni::Object::~Object","firestore/src/android/geo_point_android.h",28
"firebase::firestore::Promise<PublicType, InternalType, FnEnumType>::CompleterBase<PublicT>","CompleteWithResult","firebase::firestore::Promise<PublicType, InternalType, FnEnumType>::CompleterBase<PublicT>::CompleteWithResult","firebase::LogAssert","firestore/src/android/promise_android.h",153
"firebase::firestore::Promise<PublicType, InternalType, FnEnumType>::CompleterBase<PublicT>","CompleteWithResult","firebase::firestore::Promise<PublicType, InternalType, FnEnumType>::CompleterBase<PublicT>::CompleteWithResult","firebase::LogError","firestore/src/android/promise_android.h",153
"firebase::firestore::Promise<PublicType, InternalType, FnEnumType>::CompleterBase<PublicT>","CompleteWithResult","firebase::firestore::Promise<PublicType, InternalType, FnEnumType>::CompleterBase<PublicT>::CompleteWithResult","firebase::firestore::FirestoreInternalWeakReference::RunIfValid","firestore/src/android/promise_android.h",133
"firebase::firestore::Promise<PublicType, InternalType, FnEnumType>::CompleterBase<PublicT>","CompleteWithResult","firebase::firestore::Promise<PublicType, InternalType, FnEnumType>::CompleterBase<PublicT>::CompleteWithResult","firebase::firestore::FirestoreInternalWeakReference::RunIfValid","firestore/src/android/promise_android.h",157
"firebase::firestore::Promise<PublicType, InternalType, FnEnumType>::CompleterBase<PublicT>","CompleteWithResult","firebase::firestore::Promise<PublicType, InternalType, FnEnumType>::CompleterBase<PublicT>::CompleteWithResult","firebase::firestore::jni::Env::Env","firestore/src/android/promise_android.h",129
"firebase::firestore::Promise<PublicType, InternalType, FnEnumType>::CompleterBase<void>","Alloc","firebase::firestore::Promise<PublicType, InternalType, FnEnumType>::CompleterBase<void>::Alloc","firebase::firestore::FirestoreInternalWeakReference::Run","firestore/src/android/promise_android.h",115
"firebase::firestore::Promise<PublicType, InternalType, FnEnumType>::CompleterBase<void>","CompleteWithResult","firebase::firestore::Promise<PublicType, InternalType, FnEnumType>::CompleterBase<void>::CompleteWithResult","std::__1::function<..(..)>::function","firestore/src/android/promise_android.h",134
"firebase::firestore::Promise<PublicType, InternalType, FnEnumType>::CompleterBase<void>","CompleteWithResult","firebase::firestore::Promise<PublicType, InternalType, FnEnumType>::CompleterBase<void>::CompleteWithResult","std::__1::function<..(..)>::function","firestore/src/android/promise_android.h",158
"firebase::firestore::Promise<PublicType, InternalType, FnEnumType>::CompleterBase<void>","CompleteWithResult","firebase::firestore::Promise<PublicType, InternalType, FnEnumType>::CompleterBase<void>::CompleteWithResult","std::__1::function<..(..)>::~function","firestore/src/android/promise_android.h",134
"firebase::firestore::Promise<PublicType, InternalType, FnEnumType>::CompleterBase<void>","CompleteWithResult","firebase::firestore::Promise<PublicType, InternalType, FnEnumType>::CompleterBase<void>::CompleteWithResult","std::__1::function<..(..)>::~function","firestore/src/android/promise_android.h",158
"firebase::firestore::Promise<PublicType, InternalType, FnEnumType>::CompleterBase<void>","CompleteWithResult","firebase::firestore::Promise<PublicType, InternalType, FnEnumType>::CompleterBase<void>::CompleteWithResult","firebase::LogAssert","firestore/src/android/promise_android.h",153
"firebase::firestore::Promise<PublicType, InternalType, FnEnumType>::CompleterBase<void>","CompleteWithResult","firebase::firestore::Promise<PublicType, InternalType, FnEnumType>::CompleterBase<void>::CompleteWithResult","firebase::LogError","firestore/src/android/promise_android.h",153
"firebase::firestore::Promise<PublicType, InternalType, FnEnumType>::CompleterBase<void>","CompleteWithResult","firebase::firestore::Promise<PublicType, InternalType, FnEnumType>::CompleterBase<void>::CompleteWithResult","firebase::firestore::FirestoreInternalWeakReference::RunIfValid","firestore/src/android/promise_android.h",133
"firebase::firestore::Promise<PublicType, InternalType, FnEnumType>::CompleterBase<void>","CompleteWithResult","firebase::firestore::Promise<PublicType, InternalType, FnEnumType>::CompleterBase<void>::CompleteWithResult","firebase::firestore::FirestoreInternalWeakReference::RunIfValid","firestore/src/android/promise_android.h",157
"firebase::firestore::Promise<PublicType, InternalType, FnEnumType>::CompleterBase<void>","CompleteWithResult","firebase::firestore::Promise<PublicType, InternalType, FnEnumType>::CompleterBase<void>::CompleteWithResult","firebase::firestore::Promise<void, void, AsyncFn>::Completion::CompleteWith","firestore/src/android/promise_android.h",162
"firebase::firestore::Promise<PublicType, InternalType, FnEnumType>::CompleterBase<void>","CompleteWithResult","firebase::firestore::Promise<PublicType, InternalType, FnEnumType>::CompleterBase<void>::CompleteWithResult","firebase::firestore::jni::Env::~Env","firestore/src/android/promise_android.h",165
"firebase::firestore::Promise<PublicType, InternalType, FnEnumType>::CompleterBase<void>","CompleteWithResult","firebase::firestore::Promise<PublicType, InternalType, FnEnumType>::CompleterBase<void>::CompleteWithResult","firebase::firestore::jni::Env::Env","firestore/src/android/promise_android.h",129
"firebase::firestore::Promise<PublicType, InternalType, FnEnumType>::CompleterBase<void>","CompleteWithResult","firebase::firestore::Promise<PublicType, InternalType, FnEnumType>::CompleterBase<void>::CompleteWithResult","firebase::firestore::Promise<PublicType, InternalType, FnEnumType>::CompleterBase<void>::~CompleterBase","firestore/src/android/promise_android.h",138
"firebase::firestore::Promise<PublicType, InternalType, FnEnumType>::CompleterBase<void>","CompleteWithResult","firebase::firestore::Promise<PublicType, InternalType, FnEnumType>::CompleterBase<void>::CompleteWithResult","firebase::firestore::Promise<PublicType, InternalType, FnEnumType>::CompleterBase<void>::~CompleterBase","firestore/src/android/promise_android.h",164
"firebase::firestore::Promise<PublicType, InternalType, FnEnumType>::CompleterBase<void>","~CompleterBase","firebase::firestore::Promise<PublicType, InternalType, FnEnumType>::CompleterBase<void>::~CompleterBase","firebase::SafeFutureHandle<void>::~SafeFutureHandle","firestore/src/android/promise_android.h",0
"firebase::firestore::Promise<PublicType, InternalType, FnEnumType>::CompleterBase<void>","~CompleterBase","firebase::firestore::Promise<PublicType, InternalType, FnEnumType>::CompleterBase<void>::~CompleterBase","firebase::firestore::FirestoreInternalWeakReference::~FirestoreInternalWeakReference","firestore/src/android/promise_android.h",0
"firebase::firestore::Promise<PublicType, InternalType, FnEnumType>::CompleterBase<void>","CompleterBase","firebase::firestore::Promise<PublicType, InternalType, FnEnumType>::CompleterBase<void>::CompleterBase","firebase::SafeFutureHandle<void>::SafeFutureHandle","firestore/src/android/promise_android.h",110
"firebase::firestore::Promise<PublicType, InternalType, FnEnumType>::CompleterBase<void>","CompleterBase","firebase::firestore::Promise<PublicType, InternalType, FnEnumType>::CompleterBase<void>::CompleterBase","firebase::firestore::FirestoreInternalWeakReference::FirestoreInternalWeakReference","firestore/src/android/promise_android.h",110
"firebase::firestore::jni::Local<GeoPointInternal>","~Local","firebase::firestore::jni::Local<GeoPointInternal>::~Local","firebase::firestore::GeoPointInternal::~GeoPointInternal","firestore/src/jni/ownership.h",113
"firebase::firestore::jni::Local<GeoPointInternal>","Local","firebase::firestore::jni::Local<GeoPointInternal>::Local","firebase::firestore::GeoPointInternal::GeoPointInternal","firestore/src/jni/ownership.h",48
"firebase::firestore::jni::Class","Class","firebase::firestore::jni::Class::Class","firebase::firestore::jni::Object::Object","firestore/src/jni/class.h",39
"firebase::firestore::jni::Class","~Class","firebase::firestore::jni::Class::~Class","firebase::firestore::jni::Object::~Object","firestore/src/jni/class.h",37
"firebase::firestore::jni::Global<Object>","~Global","firebase::firestore::jni::Global<Object>::~Global","firebase::firestore::jni::Object::~Object","firestore/src/jni/ownership.h",258
"firebase::firestore::jni::Global<Object>","Global","firebase::firestore::jni::Global<Object>::Global","firebase::firestore::jni::Object::Object","firestore/src/jni/ownership.h",183
"firebase::firestore::jni::Global<Object>","Global","firebase::firestore::jni::Global<Object>::Global","firebase::firestore::jni::Object::Object","firestore/src/jni/ownership.h",199
"firebase::firestore::jni::Task","~Task","firebase::firestore::jni::Task::~Task","firebase::firestore::jni::Object::~Object","firestore/src/jni/task.h",31
"firebase::firestore::JniRunnableBase","Initialize","firebase::firestore::JniRunnableBase::Initialize","firebase::firestore::jni::Loader::RegisterNatives","firestore/src/android/jni_runnable_android.cc",61
"firebase::firestore::JniRunnableBase","GetJavaRunnable","firebase::firestore::JniRunnableBase::GetJavaRunnable","firebase::firestore::jni::Local<Object>::Local","firestore/src/android/jni_runnable_android.cc",79
"firebase::firestore::JniRunnableBase","~JniRunnableBase","firebase::firestore::JniRunnableBase::~JniRunnableBase","firebase::firestore::JniRunnableBase::Detach","firestore/src/android/jni_runnable_android.cc",70
"firebase::firestore::JniRunnableBase","~JniRunnableBase","firebase::firestore::JniRunnableBase::~JniRunnableBase","firebase::firestore::jni::Global<Object>::~Global","firestore/src/android/jni_runnable_android.cc",71
"firebase::firestore::JniRunnableBase","~JniRunnableBase","firebase::firestore::JniRunnableBase::~JniRunnableBase","firebase::firestore::jni::Env::~Env","firestore/src/android/jni_runnable_android.cc",71
"firebase::firestore::JniRunnableBase","~JniRunnableBase","firebase::firestore::JniRunnableBase::~JniRunnableBase","firebase::firestore::jni::Env::Env","firestore/src/android/jni_runnable_android.cc",69
"firebase::firestore::jni::Integer","Create","firebase::firestore::jni::Integer::Create","firebase::firestore::jni::Env::New","firestore/src/jni/integer.cc",43
"firebase::firestore::jni::Integer","~Integer","firebase::firestore::jni::Integer::~Integer","firebase::firestore::jni::Object::~Object","firestore/src/jni/integer.h",28
"firebase::firestore::jni::Throwable","Throwable","firebase::firestore::jni::Throwable::Throwable","firebase::firestore::jni::Object::Object","firestore/src/jni/throwable.h",36
"firebase::firestore::jni::Throwable","~Throwable","firebase::firestore::jni::Throwable::~Throwable","firebase::firestore::jni::Object::~Object","firestore/src/jni/throwable.h",34
"firebase::firestore::jni::ArenaRef","operator=","firebase::firestore::jni::ArenaRef::operator=","std::__1::shared_ptr<ObjectArenaEntry>::operator=","firestore/src/jni/arena_ref.h",52
"firebase::firestore::jni::ArenaRef","Initialize","firebase::firestore::jni::ArenaRef::Initialize","firebase::firestore::jni::(unnamed namespace)::ObjectArena::Initialize","firestore/src/jni/arena_ref.cc",242
"firebase::firestore::jni::ArenaRef","get","firebase::firestore::jni::ArenaRef::get","firebase::firestore::jni::Local<Object>::Local","firestore/src/jni/arena_ref.cc",229
"firebase::firestore::jni::ArenaRef","get","firebase::firestore::jni::ArenaRef::get","firebase::firestore::jni::ArenaRef::ObjectArenaEntry::GetReferent","firestore/src/jni/arena_ref.cc",231
"firebase::firestore::jni::ArenaRef","get","firebase::firestore::jni::ArenaRef::get","std::__1::shared_ptr<ObjectArenaEntry>::operator bool","firestore/src/jni/arena_ref.cc",228
"firebase::firestore::jni::ArenaRef","get","firebase::firestore::jni::ArenaRef::get","std::__1::shared_ptr<ObjectArenaEntry>::operator->","firestore/src/jni/arena_ref.cc",231
"firebase::firestore::jni::ArenaRef","ArenaRef","firebase::firestore::jni::ArenaRef::ArenaRef","std::__1::shared_ptr<ObjectArenaEntry>::shared_ptr","firestore/src/jni/arena_ref.h",57
"firebase::firestore::jni::ArenaRef","ArenaRef","firebase::firestore::jni::ArenaRef::ArenaRef","std::__1::shared_ptr<ObjectArenaEntry>::shared_ptr","firestore/src/jni/arena_ref.h",75
"firebase::firestore::jni::ArenaRef","ArenaRef","firebase::firestore::jni::ArenaRef::ArenaRef","std::__1::shared_ptr<ObjectArenaEntry>::shared_ptr","firestore/src/jni/arena_ref.h",76
"firebase::firestore::jni::ArenaRef","ArenaRef","firebase::firestore::jni::ArenaRef::ArenaRef","std::__1::shared_ptr<ObjectArenaEntry>::shared_ptr","firestore/src/jni/arena_ref.cc",225
"firebase::firestore::jni::ArenaRef","~ArenaRef","firebase::firestore::jni::ArenaRef::~ArenaRef","std::__1::shared_ptr<ObjectArenaEntry>::~shared_ptr","firestore/src/jni/arena_ref.h",0
"firebase::firestore::Wrapper","GetEnv","firebase::firestore::Wrapper::GetEnv","firebase::firestore::FirestoreInternal::GetEnv","firestore/src/android/wrapper.cc",63
"firebase::firestore::Wrapper","Wrapper","firebase::firestore::Wrapper::Wrapper","firebase::LogAssert","firestore/src/android/wrapper.cc",41
"firebase::firestore::Wrapper","Wrapper","firebase::firestore::Wrapper::Wrapper","firebase::LogAssert","firestore/src/android/wrapper.cc",48
"firebase::firestore::Wrapper","Wrapper","firebase::firestore::Wrapper::Wrapper","firebase::LogAssert","firestore/src/android/wrapper.cc",50
"firebase::firestore::Wrapper","Wrapper","firebase::firestore::Wrapper::Wrapper","firebase::LogAssert","firestore/src/android/wrapper.cc",56
"firebase::firestore::Wrapper","Wrapper","firebase::firestore::Wrapper::Wrapper","firebase::firestore::Firestore::GetInstance","firestore/src/android/wrapper.cc",47
"firebase::firestore::Wrapper","Wrapper","firebase::firestore::Wrapper::Wrapper","firebase::firestore::Wrapper::GetEnv","firestore/src/android/wrapper.cc",42
"firebase::firestore::Wrapper","Wrapper","firebase::firestore::Wrapper::Wrapper","firebase::firestore::Wrapper::Wrapper","firestore/src/android/wrapper.cc",53
"firebase::firestore::Wrapper","Wrapper","firebase::firestore::Wrapper::Wrapper","firebase::firestore::jni::Object::operator bool","firestore/src/android/wrapper.cc",41
"firebase::firestore::Wrapper","Wrapper","firebase::firestore::Wrapper::Wrapper","firebase::firestore::jni::Env::~Env","firestore/src/android/wrapper.cc",44
"firebase::firestore::Wrapper","Wrapper","firebase::firestore::Wrapper::Wrapper","firebase::firestore::jni::ArenaRef::operator=","firestore/src/android/wrapper.cc",57
"firebase::firestore::Wrapper","Wrapper","firebase::firestore::Wrapper::Wrapper","firebase::firestore::jni::ArenaRef::ArenaRef","firestore/src/android/wrapper.h",37
"firebase::firestore::Wrapper","Wrapper","firebase::firestore::Wrapper::Wrapper","firebase::firestore::jni::ArenaRef::ArenaRef","firestore/src/android/wrapper.h",38
"firebase::firestore::Wrapper","Wrapper","firebase::firestore::Wrapper::Wrapper","firebase::firestore::jni::ArenaRef::ArenaRef","firestore/src/android/wrapper.cc",40
"firebase::firestore::Wrapper","Wrapper","firebase::firestore::Wrapper::Wrapper","firebase::firestore::jni::ArenaRef::ArenaRef","firestore/src/android/wrapper.cc",46
"firebase::firestore::Wrapper","ToJava","firebase::firestore::Wrapper::ToJava","firebase::firestore::Wrapper::GetEnv","firestore/src/android/wrapper.cc",66
"firebase::firestore::Wrapper","ToJava","firebase::firestore::Wrapper::ToJava","firebase::firestore::jni::Env::~Env","firestore/src/android/wrapper.cc",68
"firebase::firestore::Wrapper","ToJava","firebase::firestore::Wrapper::ToJava","firebase::firestore::jni::ArenaRef::get","firestore/src/android/wrapper.cc",67
"firebase::firestore::Wrapper","~Wrapper","firebase::firestore::Wrapper::~Wrapper","firebase::firestore::jni::ArenaRef::~ArenaRef","firestore/src/android/wrapper.cc",0
"firebase::firestore::ConverterImpl","MakePublicFromJava","firebase::firestore::ConverterImpl::MakePublicFromJava","firebase::firestore::AggregateQuery::AggregateQuery","firestore/src/android/converter_android.h",54
"firebase::firestore::ConverterImpl","MakePublicFromJava","firebase::firestore::ConverterImpl::MakePublicFromJava","firebase::firestore::AggregateQuery::AggregateQuery","firestore/src/android/converter_android.h",56
"firebase::firestore::ConverterImpl","MakePublicFromJava","firebase::firestore::ConverterImpl::MakePublicFromJava","firebase::firestore::AggregateQuerySnapshot::AggregateQuerySnapshot","firestore/src/android/converter_android.h",54
"firebase::firestore::ConverterImpl","MakePublicFromJava","firebase::firestore::ConverterImpl::MakePublicFromJava","firebase::firestore::AggregateQuerySnapshot::AggregateQuerySnapshot","firestore/src/android/converter_android.h",56
"firebase::firestore::ConverterImpl","MakePublicFromJava","firebase::firestore::ConverterImpl::MakePublicFromJava","firebase::firestore::Query::Query","firestore/src/android/converter_android.h",54
"firebase::firestore::ConverterImpl","MakePublicFromJava","firebase::firestore::ConverterImpl::MakePublicFromJava","firebase::firestore::Query::Query","firestore/src/android/converter_android.h",56
"firebase::firestore::ConverterImpl","MakePublicFromJava","firebase::firestore::ConverterImpl::MakePublicFromJava","firebase::firestore::CollectionReference::CollectionReference","firestore/src/android/converter_android.h",54
"firebase::firestore::ConverterImpl","MakePublicFromJava","firebase::firestore::ConverterImpl::MakePublicFromJava","firebase::firestore::CollectionReference::CollectionReference","firestore/src/android/converter_android.h",56
"firebase::firestore::ConverterImpl","MakePublicFromJava","firebase::firestore::ConverterImpl::MakePublicFromJava","firebase::firestore::DocumentChange::DocumentChange","firestore/src/android/converter_android.h",54
"firebase::firestore::ConverterImpl","MakePublicFromJava","firebase::firestore::ConverterImpl::MakePublicFromJava","firebase::firestore::DocumentChange::DocumentChange","firestore/src/android/converter_android.h",56
"firebase::firestore::ConverterImpl","MakePublicFromJava","firebase::firestore::ConverterImpl::MakePublicFromJava","firebase::firestore::DocumentReference::DocumentReference","firestore/src/android/converter_android.h",54
"firebase::firestore::ConverterImpl","MakePublicFromJava","firebase::firestore::ConverterImpl::MakePublicFromJava","firebase::firestore::DocumentReference::DocumentReference","firestore/src/android/converter_android.h",56
"firebase::firestore::ConverterImpl","MakePublicFromJava","firebase::firestore::ConverterImpl::MakePublicFromJava","firebase::firestore::DocumentSnapshot::DocumentSnapshot","firestore/src/android/converter_android.h",54
"firebase::firestore::ConverterImpl","MakePublicFromJava","firebase::firestore::ConverterImpl::MakePublicFromJava","firebase::firestore::DocumentSnapshot::DocumentSnapshot","firestore/src/android/converter_android.h",56
"firebase::firestore::ConverterImpl","MakePublicFromJava","firebase::firestore::ConverterImpl::MakePublicFromJava","firebase::firestore::LoadBundleTaskProgress::LoadBundleTaskProgress","firestore/src/android/converter_android.h",54
"firebase::firestore::ConverterImpl","MakePublicFromJava","firebase::firestore::ConverterImpl::MakePublicFromJava","firebase::firestore::QuerySnapshot::QuerySnapshot","firestore/src/android/converter_android.h",54
"firebase::firestore::ConverterImpl","MakePublicFromJava","firebase::firestore::ConverterImpl::MakePublicFromJava","firebase::firestore::QuerySnapshot::QuerySnapshot","firestore/src/android/converter_android.h",56
"firebase::firestore::ConverterImpl","MakePublicFromJava","firebase::firestore::ConverterImpl::MakePublicFromJava","firebase::firestore::jni::Env::ok","firestore/src/android/converter_android.h",54
"firebase::firestore::ConverterImpl","MakePublicFromJava","firebase::firestore::ConverterImpl::MakePublicFromJava","firebase::firestore::AggregateQuerySnapshotInternal::AggregateQuerySnapshotInternal","firestore/src/android/converter_android.h",56
"firebase::firestore::ConverterImpl","MakePublicFromJava","firebase::firestore::ConverterImpl::MakePublicFromJava","firebase::firestore::DocumentSnapshotInternal::DocumentSnapshotInternal","firestore/src/android/converter_android.h",56
"firebase::firestore::ConverterImpl","MakePublicFromJava","firebase::firestore::ConverterImpl::MakePublicFromJava","firebase::firestore::QuerySnapshotInternal::QuerySnapshotInternal","firestore/src/android/converter_android.h",56
"firebase::firestore::ConverterImpl","MakePublicFromJava","firebase::firestore::ConverterImpl::MakePublicFromJava","firebase::firestore::jni::Object::operator bool","firestore/src/android/converter_android.h",54
"firebase::firestore::ConverterImpl","MakePublicFromJava","firebase::firestore::ConverterImpl::MakePublicFromJava","firebase::firestore::QueryInternal::QueryInternal","firestore/src/android/converter_android.h",56
"firebase::firestore::ConverterImpl","MakePublicFromJava","firebase::firestore::ConverterImpl::MakePublicFromJava","firebase::firestore::DocumentChangeInternal::DocumentChangeInternal","firestore/src/android/converter_android.h",56
"firebase::firestore::ConverterImpl","MakePublicFromJava","firebase::firestore::ConverterImpl::MakePublicFromJava","firebase::firestore::DocumentReferenceInternal::DocumentReferenceInternal","firestore/src/android/converter_android.h",56
"firebase::firestore::ConverterImpl","MakePublicFromJava","firebase::firestore::ConverterImpl::MakePublicFromJava","firebase::firestore::CollectionReferenceInternal::CollectionReferenceInternal","firestore/src/android/converter_android.h",56
